============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 08 2021  03:22:33 am
  Module:                 axis_accelerator_asic
  Operating conditions:   NCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                                Leakage      Dynamic        Total     
               Instance                 Cells  Power(nW)    Power(nW)     Power(nW)   
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
      REG_A_USER_LAST                       0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
      REG_B_DATA                            0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
        data_out_r..]_state_point           0       0.000         0.000         0.000 
