============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
      Ca[0].Ga[0].Ua[5].Ma[10].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         262    541.901    168.802      710.703 
        MUL                                       multiplier_raw_490                                         144    265.482     99.102      364.584 
        ACC                                       accumulator_raw_490                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[35].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         262    540.137    168.802      708.939 
        MUL                                       multiplier_raw_227                                         144    263.718     99.102      362.820 
        ACC                                       accumulator_raw_227                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[34].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         262    540.137    168.802      708.939 
        MUL                                       multiplier_raw_226                                         144    263.718     99.102      362.820 
        ACC                                       accumulator_raw_226                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         262    540.137    168.802      708.939 
        MUL                                       multiplier_raw_223                                         144    263.718     99.102      362.820 
        ACC                                       accumulator_raw_223                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[30].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         262    540.137    168.802      708.939 
        MUL                                       multiplier_raw_222                                         144    263.718     99.102      362.820 
        ACC                                       accumulator_raw_222                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[86].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         260    540.313    167.851      708.165 
        MUL                                       multiplier_raw_374                                         142    263.894     98.151      362.045 
        ACC                                       accumulator_raw_374                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[85].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         260    540.313    167.851      708.165 
        MUL                                       multiplier_raw_373                                         142    263.894     98.151      362.045 
        ACC                                       accumulator_raw_373                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[8].PROCESSING_ELEMENT  processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         260    540.313    167.851      708.165 
        MUL                                       multiplier_raw_104                                         142    263.894     98.151      362.045 
        ACC                                       accumulator_raw_104                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[5].PROCESSING_ELEMENT  processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         260    540.313    167.851      708.165 
        MUL                                       multiplier_raw_101                                         142    263.894     98.151      362.045 
        ACC                                       accumulator_raw_101                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[4].PROCESSING_ELEMENT  processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         260    540.313    167.851      708.165 
        MUL                                       multiplier_raw_100                                         142    263.894     98.151      362.045 
