============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 04 2021  10:01:45 pm
  Module:                 axis_conv_engine
  Technology libraries:   tcbn45gsbwpbc0d88 120
                          tcbn45gsbwpbc0d880d88 120
                          tcbn45gsbwpbc0d880d99 120
                          tcbn45gsbwpbc0d881d1 120
                          physical_cells 
  Operating conditions:   BC0D88COM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                                     Module                        Cell Count  Cell Area  Net Area   Total Area 
    Ca[0].Ga[0].Ua[8].Ma[12].ACC     accumulator_raw_124                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_124               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[11].ACC     accumulator_raw_123                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_123               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[10].ACC     accumulator_raw_122                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_122               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[9].ACC      accumulator_raw_121                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_121               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[8].ACC      accumulator_raw_120                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_120               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[7].ACC      accumulator_raw_119                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_119               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[6].ACC      accumulator_raw_118                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_118               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[5].ACC      accumulator_raw_117                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_117               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[4].ACC      accumulator_raw_116                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_116               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[3].ACC      accumulator_raw_115                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_115               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[2].ACC      accumulator_raw_114                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_114               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[8].Ma[1].ACC      accumulator_raw_113                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_113               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[13].ACC     accumulator_raw_111                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_111               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[12].ACC     accumulator_raw_110                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_110               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[11].ACC     accumulator_raw_109                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_109               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[10].ACC     accumulator_raw_108                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_108               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[9].ACC      accumulator_raw_107                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_107               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[8].ACC      accumulator_raw_106                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_106               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[7].ACC      accumulator_raw_105                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_105               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[6].ACC      accumulator_raw_104                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_104               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[5].ACC      accumulator_raw_103                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_103               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[4].ACC      accumulator_raw_102                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_102               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[3].ACC      accumulator_raw_101                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_101               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[2].ACC      accumulator_raw_100                                        306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_100               96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[7].Ma[1].ACC      accumulator_raw_99                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_99                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[13].ACC     accumulator_raw_97                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_97                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[12].ACC     accumulator_raw_96                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_96                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[11].ACC     accumulator_raw_95                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_95                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[10].ACC     accumulator_raw_94                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_94                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[9].ACC      accumulator_raw_93                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_93                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[8].ACC      accumulator_raw_92                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_92                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[7].ACC      accumulator_raw_91                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_91                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[6].ACC      accumulator_raw_90                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_90                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[5].ACC      accumulator_raw_89                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_89                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[4].ACC      accumulator_raw_88                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_88                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[3].ACC      accumulator_raw_87                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_87                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[2].ACC      accumulator_raw_86                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_86                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[6].Ma[1].ACC      accumulator_raw_85                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_85                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[13].ACC     accumulator_raw_83                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_83                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[12].ACC     accumulator_raw_82                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_82                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[11].ACC     accumulator_raw_81                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_81                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[10].ACC     accumulator_raw_80                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_80                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[9].ACC      accumulator_raw_79                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_79                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[8].ACC      accumulator_raw_78                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_78                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[7].ACC      accumulator_raw_77                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_77                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[6].ACC      accumulator_raw_76                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_76                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[5].ACC      accumulator_raw_75                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_75                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[4].ACC      accumulator_raw_74                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_74                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[3].ACC      accumulator_raw_73                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_73                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[2].ACC      accumulator_raw_72                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_72                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[5].Ma[1].ACC      accumulator_raw_71                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_71                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[13].ACC     accumulator_raw_69                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_69                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[12].ACC     accumulator_raw_68                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_68                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[11].ACC     accumulator_raw_67                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_67                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[10].ACC     accumulator_raw_66                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_66                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[9].ACC      accumulator_raw_65                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_65                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[8].ACC      accumulator_raw_64                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_64                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[7].ACC      accumulator_raw_63                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_63                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[6].ACC      accumulator_raw_62                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_62                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[5].ACC      accumulator_raw_61                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_61                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[4].ACC      accumulator_raw_60                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_60                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[3].ACC      accumulator_raw_59                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_59                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[2].ACC      accumulator_raw_58                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_58                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[4].Ma[1].ACC      accumulator_raw_57                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_57                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[13].ACC     accumulator_raw_55                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_55                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[12].ACC     accumulator_raw_54                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_54                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[11].ACC     accumulator_raw_53                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_53                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[10].ACC     accumulator_raw_52                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_52                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[9].ACC      accumulator_raw_51                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_51                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[8].ACC      accumulator_raw_50                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_50                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[7].ACC      accumulator_raw_49                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_49                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[6].ACC      accumulator_raw_48                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_48                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[5].ACC      accumulator_raw_47                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_47                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[4].ACC      accumulator_raw_46                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_46                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[3].ACC      accumulator_raw_45                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_45                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[2].ACC      accumulator_raw_44                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_44                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[3].Ma[1].ACC      accumulator_raw_43                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_43                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[13].ACC     accumulator_raw_41                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_41                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[12].ACC     accumulator_raw_40                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_40                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[11].ACC     accumulator_raw_39                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_39                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[10].ACC     accumulator_raw_38                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_38                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[9].ACC      accumulator_raw_37                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_37                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[8].ACC      accumulator_raw_36                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_36                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[7].ACC      accumulator_raw_35                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_35                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[6].ACC      accumulator_raw_34                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_34                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[5].ACC      accumulator_raw_33                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_33                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[4].ACC      accumulator_raw_32                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_32                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[3].ACC      accumulator_raw_31                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_31                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[2].ACC      accumulator_raw_30                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_30                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[2].Ma[1].ACC      accumulator_raw_29                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_29                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[1].Ma[13].ACC     accumulator_raw_27                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_27                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[1].Ma[12].ACC     accumulator_raw_26                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_26                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[1].Ma[11].ACC     accumulator_raw_25                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_25                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[1].Ma[10].ACC     accumulator_raw_24                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_24                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[1].Ma[9].ACC      accumulator_raw_23                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_23                96    262.042     0.000      262.042 
    Ca[0].Ga[0].Ua[1].Ma[8].ACC      accumulator_raw_22                                         306    614.791     0.000      614.791 
      add_31_23                      add_signed_195_6416                                        186    312.435     0.000      312.435 
      REG                            register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_22                96    262.042     0.000      262.042 
