============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:02:13 am
  Module:                 axis_accelerator_asic
  Technology libraries:   scadv10_cln65gp_hvt_tt_1p0v_25c 1.0
                          physical_cells 
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                     Instance                                           Module                        Cell Count   Cell Area   Net Area   Total Area 
-----------------------------------------------------------------------------------------------------------------------------------------------------
        MUL                                       multiplier_raw_374                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_374                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_374               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[86].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_566                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_566                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_566               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[87].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_87                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_87                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_87                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[87].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_183                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_183                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_183               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[87].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_375                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_375                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_375               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[87].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_567                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_567                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_567               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[88].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_88                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_88                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_88                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[88].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_184                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_184                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_184               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[88].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_568                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_568                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_568               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[89].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_89                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_89                                          74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_89                25     199.200      0.000      199.200 
