============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:03:24 am
  Module:                 axis_accelerator_asic
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage      Dynamic        Total     
             Instance               Cells  Power(nW)    Power(nW)     Power(nW)   
            RC_CG_HIER_INST75           1      11.593      3135.691      3147.284 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.811    184373.372    188173.183 
        MUL                           139    2152.423    109942.887    112095.310 
        ACC                            74    1311.270     63135.622     64446.892 
          REG                          25     362.807     34193.200     34556.007 
            RC_CG_HIER_INST59           1      11.593      3135.691      3147.284 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.811    184565.054    188364.865 
        MUL                           139    2152.423    110134.563    112286.986 
        ACC                            74    1311.270     63135.622     64446.892 
          REG                          25     362.807     34193.200     34556.007 
            RC_CG_HIER_INST44           1      11.593      3135.691      3147.284 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.811    184565.047    188364.858 
        MUL                           139    2152.423    110134.563    112286.986 
        ACC                            74    1311.270     63135.622     64446.892 
          REG                          25     362.807     34193.200     34556.007 
            RC_CG_HIER_INST15           1      11.593      3135.691      3147.284 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.811    184652.242    188452.053 
        MUL                           139    2152.423    110221.292    112373.714 
        ACC                            74    1311.270     63135.622     64446.892 
          REG                          25     362.807     34193.200     34556.007 
            RC_CG_HIER_INST15           1      11.593      3135.691      3147.284 
      Ca[0].Ga[0..SSING_ELEMENT       239    3799.730    292829.351    296629.081 
        MUL                           139    2145.651    177392.852    179538.503 
        ACC                            74    1321.313     88657.975     89979.288 
          REG                          25     369.510     47415.996     47785.507 
            RC_CG_HIER_INST105          1      11.593      3143.847      3155.440 
      Ca[0].Ga[0..SSING_ELEMENT       239    3799.730    292839.856    296639.586 
        MUL                           139    2145.651    177387.025    179532.676 
        ACC                            74    1321.313     88657.472     89978.785 
          REG                          25     369.510     47415.996     47785.507 
            RC_CG_HIER_INST87           1      11.593      3143.847      3155.440 
      Ca[0].Ga[0..SSING_ELEMENT       239    3799.730    292839.238    296638.968 
        MUL                           139    2145.651    177386.408    179532.059 
        ACC                            74    1321.313     88657.472     89978.785 
          REG                          25     369.510     47415.996     47785.507 
            RC_CG_HIER_INST71           1      11.593      3143.847      3155.440 
      Ca[0].Ga[0..SSING_ELEMENT       239    3799.730    293167.454    296967.184 
        MUL                           139    2145.651    177714.619    179860.270 
        ACC                            74    1321.313     88657.472     89978.785 
          REG                          25     369.510     47415.996     47785.507 
            RC_CG_HIER_INST38           1      11.593      3143.847      3155.440 
      Ca[0].Ga[0..SSING_ELEMENT       239    3799.730    292674.932    296474.662 
        MUL                           139    2145.651    177222.144    179367.795 
        ACC                            74    1321.313     88657.472     89978.785 
          REG                          25     369.510     47415.996     47785.507 
            RC_CG_HIER_INST22           1      11.593      3143.847      3155.440 
      Ca[0].Ga[0..SSING_ELEMENT       239    3799.730    292849.221    296648.951 
        MUL                           139    2145.651    177396.776    179542.427 
        ACC                            74    1321.313     88657.472     89978.785 
          REG                          25     369.510     47415.996     47785.507 
            RC_CG_HIER_INST6            1      11.593      3143.847      3155.440 
      Ca[0].Ga[0..SSING_ELEMENT       239    3799.720    292585.008    296384.728 
        MUL                           139    2145.651    177221.878    179367.529 
        ACC                            74    1321.305     88589.626     89910.931 
          REG                          25     369.506     47378.775     47748.280 
            RC_CG_HIER_INST54           1      11.593      3143.847      3155.440 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.689    185656.323    189456.012 
        MUL                           139    2152.423    110403.244    112555.666 
        ACC                            74    1311.206     64113.690     65424.896 
          REG                          25     362.865     34813.267     35176.132 
            RC_CG_HIER_INST85           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.689    185656.599    189456.288 
        MUL                           139    2152.423    110403.244    112555.666 
        ACC                            74    1311.206     64113.690     65424.896 
          REG                          25     362.865     34813.267     35176.132 
            RC_CG_HIER_INST68           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.689    185798.227    189597.916 
        MUL                           139    2152.423    110545.226    112697.649 
        ACC                            74    1311.206     64113.690     65424.896 
          REG                          25     362.865     34813.267     35176.132 
            RC_CG_HIER_INST51           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.689    185658.187    189457.876 
        MUL                           139    2152.423    110404.832    112557.255 
        ACC                            74    1311.206     64113.690     65424.896 
          REG                          25     362.865     34813.267     35176.132 
            RC_CG_HIER_INST34           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.689    185798.549    189598.238 
        MUL                           139    2152.423    110545.226    112697.649 
        ACC                            74    1311.206     64113.690     65424.896 
          REG                          25     362.865     34813.267     35176.132 
            RC_CG_HIER_INST17           1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.689    185657.250    189456.939 
        MUL                           139    2152.423    110403.894    112556.317 
        ACC                            74    1311.206     64113.690     65424.896 
          REG                          25     362.865     34813.267     35176.132 
            RC_CG_HIER_INST0            1      11.593      3126.597      3138.191 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    183968.419    187768.062 
        MUL                           139    2152.423    110222.563    112374.985 
        ACC                            74    1311.161     62606.969     63918.130 
          REG                          25     362.744     33902.272     34265.015 
            RC_CG_HIER_INST31           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    183840.211    187639.855 
        MUL                           139    2152.423    110092.189    112244.611 
        ACC                            74    1311.161     62609.724     63920.884 
          REG                          25     362.744     33887.976     34250.720 
            RC_CG_HIER_INST96           1      11.593      3129.540      3141.133 
      Ca[0].Ga[0..SSING_ELEMENT       238    3799.644    185441.273    189240.917 
        MUL                           139    2152.423    111693.607    113846.030 
        ACC                            74    1311.161     62609.724     63920.884 
